date,region,description,latitude,longitude,temp_avg_c,temp_max_c,temp_min_c,precipitation_mm,solar_radiation_kwh_m2,wind_speed_ms,wind_direction_deg
2024-08-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.05,40.23,24.25,0.0,7.7899,4.84,156.9
2024-08-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.29,39.69,23.08,0.0,7.8614,4.26,155.6
2024-08-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.11,39.44,24.3,1.52,6.6262,1.89,156.4
2024-08-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.04,37.37,25.06,0.29,5.2901,3.65,123.8
2024-08-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,29.81,36.72,22.59,0.0,7.3104,3.65,154.4
2024-08-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,30.84,38.22,23.47,0.0,7.7258,3.25,161.6
2024-08-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.57,40.85,23.49,0.0,7.842,2.46,206.0
2024-08-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,33.85,42.25,25.98,0.0,7.7971,3.88,109.0
2024-08-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.39,38.15,24.81,0.0,7.5298,5.32,109.2
2024-08-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.15,38.35,24.08,0.0,7.7021,5.27,166.8
2024-08-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.07,39.52,24.98,0.0,7.471,5.99,170.3
2024-08-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.57,39.17,24.06,0.0,7.4926,6.43,157.2
2024-08-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.05,37.59,24.65,0.0,7.6486,6.66,157.9
2024-08-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.28,39.43,24.94,0.05,7.0284,5.71,171.3
2024-08-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,33.41,41.0,26.11,0.06,7.4518,5.47,165.6
2024-08-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.56,39.99,25.34,0.01,7.4014,5.3,159.6
2024-08-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.96,39.46,23.98,0.0,7.2818,4.85,158.3
2024-08-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.06,39.44,24.08,0.0,7.5041,4.43,156.7
2024-08-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.15,39.32,24.84,0.0,7.6008,4.32,161.5
2024-08-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,32.37,40.1,24.45,0.0,7.3932,5.35,171.3
2024-08-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,33.55,41.65,26.06,0.0,7.2982,5.41,188.1
2024-08-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,34.28,42.72,25.99,0.0,7.2852,5.47,191.6
2024-08-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,33.93,41.92,25.8,0.0,7.0901,5.9,185.7
2024-08-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,33.14,41.29,25.23,0.0,7.2329,5.68,175.0
2024-08-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,31.0,37.68,23.93,0.14,6.9173,5.03,148.5
2024-08-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,29.95,36.27,24.15,0.01,6.4082,4.7,132.4
2024-08-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,29.11,36.23,21.6,0.0,6.4572,3.8,113.0
2024-08-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,28.59,35.48,22.15,0.02,6.8858,4.41,140.3
2024-08-29,Permian_Basin_US,US Oil Region,31.8457,-102.3676,28.44,34.52,22.04,1.26,6.0403,4.11,142.5
2024-08-30,Permian_Basin_US,US Oil Region,31.8457,-102.3676,26.28,30.41,22.29,18.49,5.5865,3.43,84.8
2024-08-31,Permian_Basin_US,US Oil Region,31.8457,-102.3676,25.71,31.01,20.89,2.13,5.1281,2.92,66.9
2024-09-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.91,29.99,20.75,7.7,3.3478,4.23,67.4
2024-09-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.55,23.91,19.83,33.07,1.9814,5.17,57.6
2024-09-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,20.77,23.67,19.32,83.89,3.1001,5.58,55.4
2024-09-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.69,27.73,18.79,8.43,3.7918,2.56,75.9
2024-09-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.33,28.38,19.05,0.06,4.8216,2.64,83.8
2024-09-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.26,29.14,19.1,0.89,6.0502,3.93,46.1
2024-09-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.22,29.03,16.96,0.01,6.7406,3.66,92.7
2024-09-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.6,29.55,14.76,0.0,7.0404,2.97,119.9
2024-09-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,20.49,29.07,13.12,0.0,7.1909,3.18,123.9
2024-09-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,20.62,30.19,12.15,0.0,7.2377,2.89,147.4
2024-09-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.69,31.0,12.66,0.0,6.9353,3.59,135.7
2024-09-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.27,33.28,15.74,0.0,6.5539,5.16,145.1
2024-09-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,27.63,37.22,19.58,0.0,6.6043,5.51,177.9
2024-09-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,26.41,32.47,21.67,0.0,3.8678,5.05,166.2
2024-09-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,25.44,33.37,18.45,0.0,6.5398,4.55,161.3
2024-09-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,25.24,32.73,17.68,0.0,5.8853,4.5,154.6
2024-09-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,26.39,34.07,19.68,0.03,6.263,5.82,150.4
2024-09-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,28.02,36.38,20.67,0.0,6.2074,5.82,160.7
2024-09-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,28.66,37.28,21.66,0.0,6.3103,5.91,164.2
2024-09-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,27.54,35.09,20.71,0.0,6.2652,5.8,157.1
2024-09-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,27.34,34.03,21.77,2.95,5.8255,7.18,152.9
2024-09-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.36,31.86,16.58,4.01,3.6586,5.19,96.0
2024-09-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.18,27.86,14.68,0.29,4.6034,2.87,76.2
2024-09-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,25.19,33.22,18.76,0.03,5.8963,2.39,171.2
2024-09-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.3,30.91,17.19,0.0,6.2316,4.46,68.1
2024-09-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.6,31.54,15.1,0.0,6.3794,2.15,137.4
2024-09-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.29,33.81,15.94,0.0,6.2918,2.21,141.7
2024-09-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.13,32.87,16.47,0.0,6.1999,3.29,69.7
2024-09-29,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.97,32.09,15.09,0.0,6.2594,3.0,68.4
2024-09-30,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.45,33.47,14.78,0.0,6.307,2.54,159.9
2024-10-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.76,30.59,16.58,0.0,6.1418,4.23,76.5
2024-10-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.82,31.53,14.72,0.0,6.0386,3.09,165.5
2024-10-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.72,33.09,15.29,0.0,6.0002,4.43,170.5
2024-10-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.27,32.48,17.59,0.0,5.5908,3.29,121.3
2024-10-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.54,31.62,15.69,0.0,5.9616,2.18,167.4
2024-10-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.25,32.41,15.65,0.0,5.7823,3.61,113.7
2024-10-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.38,30.86,14.82,0.0,5.6707,2.88,122.8
2024-10-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.39,32.33,15.82,0.0,5.6707,2.96,170.3
2024-10-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.0,33.5,15.95,0.0,5.6702,3.72,197.4
2024-10-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.75,34.56,16.25,0.0,5.6374,4.58,197.9
2024-10-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.48,35.1,15.17,0.0,5.6218,4.73,199.2
2024-10-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.33,35.07,14.93,0.0,5.6462,4.42,211.9
2024-10-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,24.36,34.95,15.76,0.0,5.5915,4.19,214.6
2024-10-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.63,32.24,15.72,0.0,5.5673,3.47,145.2
2024-10-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.13,32.37,13.61,0.0,5.555,3.61,103.6
2024-10-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.45,21.97,10.0,0.0,5.4077,6.24,83.8
2024-10-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,17.31,25.76,10.65,0.0,4.9862,7.75,155.7
2024-10-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,19.37,25.52,15.25,0.03,3.7807,9.03,153.5
2024-10-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,20.83,26.62,16.93,0.0,2.6021,8.82,146.4
2024-10-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.44,27.78,16.57,0.0,4.0202,7.11,148.0
2024-10-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.0,32.51,16.36,0.0,4.8466,4.82,181.8
2024-10-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.6,32.09,14.12,0.0,5.2265,2.55,231.5
2024-10-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.39,33.45,15.23,0.0,5.0318,3.32,179.9
2024-10-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,23.82,34.35,16.16,0.0,4.9625,4.97,185.8
2024-10-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,19.0,26.19,13.67,0.0,5.0117,4.24,43.6
2024-10-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,19.17,27.63,11.99,0.0,4.9087,3.43,97.1
2024-10-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.03,32.76,13.37,0.0,4.9735,4.32,189.2
2024-10-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.54,32.01,14.86,0.0,5.0045,6.61,176.7
2024-10-29,Permian_Basin_US,US Oil Region,31.8457,-102.3676,22.99,32.25,15.41,0.0,4.8454,9.06,170.6
2024-10-30,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.48,29.37,13.78,0.0,4.8898,6.2,247.4
2024-10-31,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.05,23.5,7.46,0.0,4.9639,3.54,67.5
2024-11-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,19.74,26.98,11.97,0.06,3.9722,5.67,142.9
2024-11-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,21.2,25.87,17.08,5.31,2.9702,7.38,155.9
2024-11-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,19.38,27.54,12.26,1.93,4.7088,3.42,211.9
2024-11-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,14.17,19.5,8.54,0.29,3.155,5.66,263.6
2024-11-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.97,20.9,4.67,0.0,4.8823,4.27,258.6
2024-11-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,14.99,25.76,5.51,0.0,4.7333,3.43,170.0
2024-11-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,14.42,21.24,8.76,0.93,2.55,5.36,101.3
2024-11-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.77,15.84,6.55,0.7,4.601,5.89,312.5
2024-11-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.69,21.23,2.38,0.0,4.7335,2.89,239.1
2024-11-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,13.74,24.06,4.59,0.0,4.7359,2.95,324.2
2024-11-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.0,25.12,7.84,0.0,4.5518,2.22,132.2
2024-11-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.6,25.52,10.03,0.0,3.6194,4.46,197.3
2024-11-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.47,21.21,6.28,0.0,4.7158,4.31,345.3
2024-11-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.26,23.93,3.7,0.0,4.5826,4.0,165.7
2024-11-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.88,27.98,5.77,0.0,4.2338,6.2,162.6
2024-11-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,18.55,29.37,11.09,0.0,4.1153,5.35,182.2
2024-11-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,16.24,20.17,12.83,31.69,1.4513,3.08,162.6
2024-11-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.63,19.34,7.71,6.9,4.2506,8.72,260.3
2024-11-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.62,19.88,3.98,0.0,4.4554,4.74,305.2
2024-11-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.26,14.21,0.86,0.0,4.2631,3.24,100.9
2024-11-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.9,20.69,2.71,0.0,4.2437,2.16,246.9
2024-11-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.42,23.05,5.55,0.0,4.2463,2.36,190.2
2024-11-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.29,23.29,4.25,0.0,4.2338,3.84,208.7
2024-11-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,14.73,26.44,6.76,0.0,3.9478,4.82,248.0
2024-11-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.05,13.59,5.28,0.0,3.5124,5.23,28.0
2024-11-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.47,19.59,3.07,0.0,3.9156,3.59,188.7
2024-11-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.93,27.23,9.18,0.0,2.7223,6.56,284.2
2024-11-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.52,12.06,2.56,0.0,3.113,4.99,70.2
2024-11-29,Permian_Basin_US,US Oil Region,31.8457,-102.3676,5.97,12.5,-0.46,0.0,3.5551,3.48,138.4
2024-11-30,Permian_Basin_US,US Oil Region,31.8457,-102.3676,8.84,18.17,2.42,0.0,3.33,2.52,143.5
2024-12-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.23,20.15,4.32,0.0,3.8976,2.69,104.7
2024-12-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.34,18.3,2.48,0.0,2.0873,3.66,118.3
2024-12-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.26,17.2,7.49,0.0,1.9774,4.57,154.8
2024-12-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.87,20.57,4.95,0.0,3.6005,2.53,62.5
2024-12-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.75,15.52,5.88,0.0,3.4968,5.72,82.4
2024-12-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.97,13.22,5.16,0.11,0.9646,3.98,116.4
2024-12-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.13,11.57,4.35,0.58,1.5254,1.85,169.3
2024-12-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.29,20.78,4.87,0.03,3.8993,6.7,249.0
2024-12-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.32,21.32,4.45,0.0,3.8501,4.24,291.5
2024-12-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,4.54,9.39,0.01,0.04,3.043,5.17,4.1
2024-12-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,4.88,14.63,-2.9,0.0,3.9317,4.08,223.7
2024-12-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,6.7,13.99,1.04,0.0,2.2145,4.19,188.4
2024-12-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.49,20.85,3.02,0.0,3.559,3.67,202.3
2024-12-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.27,19.5,1.3,0.0,3.8786,3.09,278.0
2024-12-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.66,22.5,3.4,0.0,3.6348,3.45,212.4
2024-12-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.54,18.68,4.24,0.0,3.7987,3.95,16.5
2024-12-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.54,22.05,1.52,0.02,3.7018,2.89,193.3
2024-12-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.28,14.02,2.49,0.0,3.7368,4.92,49.3
2024-12-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,8.87,20.7,0.58,0.0,3.7987,4.49,296.5
2024-12-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.83,16.73,1.22,0.0,3.8009,3.96,103.2
2024-12-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.69,19.92,2.2,0.0,3.6564,2.68,211.9
2024-12-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.74,20.29,5.63,0.0,3.583,4.04,189.8
2024-12-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.13,21.53,3.24,0.0,3.6314,2.9,237.6
2024-12-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.07,15.68,4.45,0.01,3.4788,3.72,27.2
2024-12-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.02,16.88,4.76,0.0,3.552,3.68,140.5
2024-12-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.44,17.35,3.22,0.0,3.8071,4.12,285.4
2024-12-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.48,21.08,4.12,0.0,2.8106,4.94,259.8
2024-12-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.75,19.9,6.36,0.0,3.9043,5.81,304.4
2024-12-29,Permian_Basin_US,US Oil Region,31.8457,-102.3676,13.06,23.73,5.63,0.0,3.781,4.84,273.2
2024-12-30,Permian_Basin_US,US Oil Region,31.8457,-102.3676,13.82,24.62,6.75,0.0,4.021,5.24,294.2
2024-12-31,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.04,13.72,1.68,0.0,4.0008,4.2,74.3
2025-01-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,5.14,12.37,0.16,0.0,3.6271,4.8,109.9
2025-01-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.21,19.57,0.32,0.0,3.8436,2.96,233.5
2025-01-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.08,19.08,1.63,0.0,3.8582,4.62,133.4
2025-01-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.03,22.13,5.06,0.0,3.3154,4.92,205.8
2025-01-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,5.94,10.86,-1.9,0.0,3.9953,5.61,9.3
2025-01-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,0.0,4.44,-5.52,0.0,3.6046,3.12,79.4
2025-01-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,1.01,6.43,-3.31,0.0,3.5702,6.6,89.9
2025-01-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-0.6,4.47,-3.55,0.13,2.1797,4.15,88.3
2025-01-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-0.19,5.0,-3.29,2.27,3.2143,4.07,293.9
2025-01-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,0.12,6.55,-4.2,0.03,4.1426,6.39,342.0
2025-01-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,3.07,13.89,-4.43,0.01,4.2521,6.04,261.0
2025-01-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,3.92,11.18,-0.95,0.0,4.0476,5.16,33.6
2025-01-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,2.79,10.7,-3.56,0.0,3.9343,4.27,118.5
2025-01-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,4.39,13.44,-2.9,0.0,4.0646,2.76,155.0
2025-01-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,6.29,14.5,-2.32,0.0,3.985,1.96,26.3
2025-01-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.24,14.94,0.52,0.0,3.3122,2.77,180.0
2025-01-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.96,18.58,4.77,0.0,3.1913,9.21,259.4
2025-01-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,4.3,11.44,-3.7,0.0,4.2478,4.92,47.0
2025-01-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-3.49,1.5,-7.64,0.0,4.2535,4.3,83.5
2025-01-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-3.75,2.18,-7.47,0.0,4.3817,6.49,95.4
2025-01-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-4.05,1.28,-7.32,0.0,4.5638,4.71,235.3
2025-01-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,1.49,11.09,-4.09,0.0,4.3973,5.36,8.1
2025-01-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,0.41,7.34,-4.9,0.0,4.5742,3.91,49.8
2025-01-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,2.65,12.55,-4.31,0.0,4.6738,5.12,224.9
2025-01-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,4.26,14.01,-3.26,0.0,4.1645,3.65,65.4
2025-01-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,2.62,10.11,-3.53,0.0,4.303,3.68,48.5
2025-01-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,3.16,10.78,-2.87,0.0,2.3724,3.96,90.0
2025-01-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,5.69,10.19,1.88,0.44,1.7038,3.21,108.9
2025-01-29,Permian_Basin_US,US Oil Region,31.8457,-102.3676,8.73,15.5,2.33,0.72,2.2176,3.7,258.2
2025-01-30,Permian_Basin_US,US Oil Region,31.8457,-102.3676,6.52,13.36,-0.04,0.0,4.608,7.68,268.8
2025-01-31,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.66,19.76,0.67,0.01,4.8739,4.32,296.7
2025-02-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.09,22.45,0.85,0.0,4.6577,4.78,238.0
2025-02-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,13.44,25.55,3.55,0.0,4.373,4.23,252.5
2025-02-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,16.57,29.09,6.7,0.0,4.5768,3.37,240.5
2025-02-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.56,27.01,7.71,0.0,4.6709,4.93,141.5
2025-02-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,17.62,29.19,11.12,0.0,4.7506,4.73,215.3
2025-02-06,Permian_Basin_US,US Oil Region,31.8457,-102.3676,16.11,28.45,6.2,0.0,5.0362,3.6,241.3
2025-02-07,Permian_Basin_US,US Oil Region,31.8457,-102.3676,17.44,31.04,8.31,0.01,5.0009,4.34,244.7
2025-02-08,Permian_Basin_US,US Oil Region,31.8457,-102.3676,17.62,30.54,7.56,0.0,5.111,4.5,285.8
2025-02-09,Permian_Basin_US,US Oil Region,31.8457,-102.3676,7.12,14.07,1.93,0.0,4.7143,5.58,63.9
2025-02-10,Permian_Basin_US,US Oil Region,31.8457,-102.3676,5.96,10.67,2.02,0.0,1.3714,3.64,105.3
2025-02-11,Permian_Basin_US,US Oil Region,31.8457,-102.3676,13.73,21.63,8.11,0.17,4.3133,3.78,141.9
2025-02-12,Permian_Basin_US,US Oil Region,31.8457,-102.3676,8.78,16.53,-2.36,0.02,4.1172,5.13,308.0
2025-02-13,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-0.03,4.12,-5.6,0.0,3.559,4.31,98.1
2025-02-14,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.59,22.14,-0.53,0.0,4.8286,5.32,181.4
2025-02-15,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.39,18.11,4.55,0.0,5.4038,6.35,302.0
2025-02-16,Permian_Basin_US,US Oil Region,31.8457,-102.3676,3.87,11.6,-3.21,0.0,5.4151,4.06,80.4
2025-02-17,Permian_Basin_US,US Oil Region,31.8457,-102.3676,9.75,21.98,-0.27,0.0,5.31,4.9,180.7
2025-02-18,Permian_Basin_US,US Oil Region,31.8457,-102.3676,3.8,8.09,-5.74,0.0,5.2483,6.73,33.9
2025-02-19,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-4.93,1.19,-8.52,0.0,4.7254,5.98,53.0
2025-02-20,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-4.03,2.11,-8.26,0.0,5.4797,5.64,96.8
2025-02-21,Permian_Basin_US,US Oil Region,31.8457,-102.3676,-1.03,5.26,-6.34,0.0,5.16,4.71,107.8
2025-02-22,Permian_Basin_US,US Oil Region,31.8457,-102.3676,4.19,11.95,-3.39,0.0,5.4706,2.08,160.3
2025-02-23,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.64,23.13,0.22,0.0,5.947,4.38,301.6
2025-02-24,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.78,28.41,3.31,0.0,5.8723,4.31,283.9
2025-02-25,Permian_Basin_US,US Oil Region,31.8457,-102.3676,17.62,29.18,7.87,0.0,5.8627,3.76,295.5
2025-02-26,Permian_Basin_US,US Oil Region,31.8457,-102.3676,15.03,24.95,7.68,0.0,5.2752,5.69,38.9
2025-02-27,Permian_Basin_US,US Oil Region,31.8457,-102.3676,11.75,19.88,7.01,0.0,5.3753,5.26,63.4
2025-02-28,Permian_Basin_US,US Oil Region,31.8457,-102.3676,13.94,22.7,5.39,0.0,5.7482,2.67,205.8
2025-03-01,Permian_Basin_US,US Oil Region,31.8457,-102.3676,17.19,25.75,9.86,0.0,5.437,3.06,140.8
2025-03-02,Permian_Basin_US,US Oil Region,31.8457,-102.3676,16.74,23.8,11.71,0.0,5.9731,7.54,229.6
2025-03-03,Permian_Basin_US,US Oil Region,31.8457,-102.3676,16.7,27.02,8.71,0.0,5.4526,5.82,242.0
2025-03-04,Permian_Basin_US,US Oil Region,31.8457,-102.3676,12.47,20.71,6.42,0.12,5.8898,9.32,292.8
2025-03-05,Permian_Basin_US,US Oil Region,31.8457,-102.3676,10.74,19.05,2.43,0.0,6.2201,3.68,111.2
